id,total_spots,enrolled_students,location,schedule,period,number,teacher_id,subject_code
27825,40,24,FE5 sala 04,6T2345 (28/03/2023 - 25/07/2023),2023.1,3,3420,TEF0148
27826,50,50,FEF 43,35T23,2023.1,1,2002,FEF0001
27827,53,53,FEF 43,35M34,2023.1,2,2002,FEF0001
27828,50,50,CO 15 / DOJO,24M34,2023.1,1,2003,FEF0002
27829,50,50,FEF 43,46T23,2023.1,1,2004,FEF0003
27830,27,25,CO 14,6N1234,2023.1,1,2005,FEF0004
27831,27,27,FEF 45,6N1234,2023.1,2,2029,FEF0004
27832,25,22,FEF 42 / DOJO,2N1234,2023.1,1,2007,FEF0005
27833,27,24,FEF 43,2N1234,2023.1,2,2004,FEF0005
27834,53,53,Auditório da FEF,24M34,2023.1,1,3427,FEF0006
27835,50,50,CO 14,24M34,2023.1,1,2005,FEF0007
27836,50,49,FEF 44,6M1234,2023.1,1,3428,FEF0009
27837,50,47,FEF 42,35T45,2023.1,2,3428,FEF0009
27838,54,52,CO 19,4T23,2023.1,1,3427,FEF0010
27839,53,51,FEF 45,2T23,2023.1,1,3429,FEF0011
27840,27,27,FEF 41,7N1234,2023.1,1,2010,FEF0012
27841,27,24,CO 15,7N1234,2023.1,2,57,FEF0012
27842,50,47,CO 19 / Ginásio Quadra 2,46T45,2023.1,1,2011,FEF0013
27843,53,51,CO 13,4T23,2023.1,1,2012,FEF0014
27844,50,50,FEF 46,5T2345,2023.1,1,2013,FEF0015
27847,53,51,FEF 44,35M12,2023.1,1,2020,FEF0053
27848,60,0,FEF,7M12345 7T123456 6N1234 (03/03/2023 - 04/03/2023),2023.1,1,2050,FEF0054
27849,60,0,FEF,7M12345 7T12345 6N1234 (17/03/2023 - 18/03/2023),2023.1,1,2035,FEF0060
27850,60,0,FEF,7M1234 7T23456 6N1234 (31/03/2023 - 01/04/2023),2023.1,1,2003,FEF0061
27851,60,52,FEF,7M12345 7T123456 6N1234 (14/04/2023 - 15/04/2023),2023.1,1,2016,FEF0062
27852,55,47,FEF 41,2T45,2023.1,1,2036,FEF0065
27853,53,52,FEF 41,3M34,2023.1,2,2036,FEF0065
27854,50,47,CO 14 / CO 19 / DOJO,46M12,2023.1,1,2007,FEF0068
27855,50,45,FEF 41,35M12,2023.1,1,2032,FEF0069
27856,50,25,CO 15 / Ginásio Quadra 1,6M1234,2023.1,1,2011,FEF0100
27857,31,29,(CO) - Quadra Externa Vôlei,24M1,2023.1,1,2046,FEF0107
27858,30,28,(CO) - Quadra Externa Vôlei,24M1,2023.1,2,2039,FEF0107
27859,30,28,(CO) - Parque Aquático,24M2,2023.1,3,2039,FEF0107
27860,30,29,(CO) Pátio Coberto,24M2,2023.1,4,2046,FEF0107
27861,31,28,(CO) Pátio Coberto,35M2,2023.1,5,2039,FEF0107
27862,30,28,(CO) Parque Aquático,35M3,2023.1,6,2046,FEF0107
27863,30,29,(CO) Pátio Coberto,24M4,2023.1,7,2039,FEF0107
27864,30,25,(CO) Pátio Coberto,35M4,2023.1,8,2046,FEF0107
27865,30,27,(CO) Parque Aquático,35M4,2023.1,9,2039,FEF0107
27866,30,25,(CO) Sala 16,24T1,2023.1,10,2041,FEF0107
27867,30,27,(CO) Sala 18,35T1,2023.1,11,2041,FEF0107
27868,30,25,(CO) Dojô,24T6,2023.1,14,2058,FEF0107
27869,30,26,(CO) Ginásio - Quadra 2,24T4,2023.1,16,2041,FEF0107
27870,30,23,(CO) Ginásio - Quadra 1,24T4,2023.1,17,2039,FEF0107
27871,30,30,(CO) Parque Aquático,24T5,2023.1,18,2041,FEF0107
27872,30,26,(CO) Pátio Coberto,24T5,2023.1,19,2039,FEF0107
27873,30,28,(CO) Sala 18,24T6,2023.1,20,2041,FEF0107
27874,31,29,(CO) Ginásio - Quadras 1 e 2,24T6,2023.1,21,2046,FEF0107
27875,30,28,(CO) Pátio Coberto,35T4,2023.1,22,2041,FEF0107
27876,30,29,(CO) Sala 16,35T4,2023.1,23,2039,FEF0107
27877,31,28,(CO) Parque Aquático,35T5,2023.1,24,2041,FEF0107
27878,30,30,(CO) Ginásio - Quadra 1,35T5,2023.1,25,2039,FEF0107
27879,30,30,(CO) Ginásio - Quadra 1,35T6,2023.1,26,2046,FEF0107
27880,30,27,(CO) Ginásio - Quadra 2,35T6,2023.1,27,2041,FEF0107
27881,30,29,(CO) Dojô,35M4,2023.1,30,2022,FEF0107
27882,50,24,CO 13 / Ginásio Quadra 2,46M12,2023.1,1,2025,FEF0124
27883,50,29,FEF 43,46T45,2023.1,1,2042,FEF0143
27884,50,49,FEF 43,24M12,2023.1,2,2024,FEF0143
27885,50,38,FEF 44,24T23,2023.1,1,2044,FEF0145
27886,50,51,FEF 42,24M34,2023.1,2,2043,FEF0145
27887,54,54,FEF 45,24M12,2023.1,1,2034,FEF0151
27888,50,40,FEF 45,35T23,2023.1,2,90,FEF0151
27889,50,48,CO 13,35M34,2023.1,1,2045,FEF0154
27890,50,40,CO 15,35M12,2023.1,2,2045,FEF0154
27891,53,53,CO 14 / PISCINA,6M1234,2023.1,1,2046,FEF0165
27892,55,55,FEF 43,6M1234,2023.1,1,2034,FEF0172
27893,54,54,FEF 44,35T23,2023.1,2,2047,FEF0172
27894,50,45,CO 13 / CO 18 (sala dos espelhos),2T2345,2023.1,1,2012,FEF0184
27895,50,37,FEF 45,35T45,2023.1,1,2048,FEF0204
27896,50,46,FEF 45,35M34,2023.1,2,2048,FEF0204
27897,51,51,CO 15 / Sala de Musculação,24M12,2023.1,1,2042,FEF0218
27898,51,52,FEF 41,35T23,2023.1,1,2027,FEF0229
27899,55,54,FEF 41,24T23,2023.1,1,2031,FEF0232
27900,53,52,FEF 41,24M12,2023.1,2,2031,FEF0232
27901,45,41,FEF 43,2456M5 2456T1,2023.1,1,2021,FEF0250
27902,45,41,FEF 43,2456M5 2456T1,2023.1,1,2050,FEF0250
27903,53,53,CO 13,35M12,2023.1,1,2021,FEF0253
27904,50,50,FEF 45,24M34,2023.1,1,2044,FEF0263
27905,50,50,FEF 46,35M34,2023.1,1,2047,FEF0271
27906,53,53,FEF 43,35M12,2023.1,1,2035,FEF0275
27907,54,53,FEF 41 / CO - Ginásio quadra 1,24M34,2023.1,1,2049,FEF0279
27908,50,31,CO 15,24T45,2023.1,2,3427,FEF0279
27909,53,52,CO 19,35M34,2023.1,1,2051,FEF0282
27910,50,50,FEF 43,24M34,2023.1,1,3431,FEF0288
27911,53,50,FEF 43,35T45,2023.1,2,3431,FEF0288
27912,50,48,FEF 44 / DOJO,46T45,2023.1,1,2043,FEF0291
27913,52,53,CO 19 / Ginásio - Quadra 1 / Campo de Futebol,24M12,2023.1,1,2036,FEF0297
27914,53,50,FEF 45,24T45,2023.1,1,2030,FEF0300
27915,53,52,FEF 44,35M34,2023.1,2,2020,FEF0300
27916,50,43,CO 15,35M34,2023.1,1,2052,FEF0304
27917,50,24,FEF 44,35T45,2023.1,1,2053,FEF0306
27918,45,35,FEF 43,3M5 3T1 245N34,2023.1,1,2057,FEF0315
27919,45,35,FEF 43,3M5 3T1 245N34,2023.1,1,2050,FEF0315
27920,53,52,CO 14,35M12,2023.1,1,2054,FEF0331
27921,53,52,CO 14,35M34,2023.1,2,2054,FEF0331
27922,52,51,CO 19 / CO 18 (sala dos espelhos),35M12,2023.1,1,2022,FEF0345
27923,50,28,CO 15,35T45,2023.1,1,2052,FEF0348
27924,50,50,CO 19,24M34,2023.1,2,2010,FEF0348
27925,15,14,CO 15,4T23 34567N4,2023.1,1,3429,FEF0352
27926,15,12,CO 14,4T23 234567N4,2023.1,2,2049,FEF0352
27927,12,12,CO 19,2T23 23456N4,2023.1,3,3427,FEF0352
27928,15,14,FEF 41,3T45 7T6 7N1234,2023.1,1,2027,FEF0356
27929,15,6,FEF 45,4T23 7T56 7N1234,2023.1,2,2029,FEF0356
27930,15,8,FEF 45,6M345 7N1234,2023.1,3,2047,FEF0356
27931,53,53,FEF 44 / CO 18 (sala dos espelhos),24M34,2023.1,1,2033,FEF0367
27932,50,28,CO 14,5T45,2023.1,1,2046,FEF0374
27933,50,42,FEF 42,35M34,2023.1,1,2030,FEF0380
27934,51,51,FEF 42,35M12,2023.1,2,3428,FEF0380
27935,53,53,FEF 42,24M12,2023.1,1,2032,FEF0407
27936,53,52,FEF 41,5M34,2023.1,1,2023,FEF0408
27937,55,55,FEF 42,5T23,2023.1,2,2023,FEF0408
27938,56,56,FEF 42,6T2345,2023.1,1,2013,FEF0409
27939,53,52,FEF 42,6M1234,2023.1,2,2013,FEF0409
27940,55,55,CO 13 / Ginásio Quadra 2,3T2345,2023.1,1,57,FEF0410
27941,53,53,FEF 41,6M1234,2023.1,1,3429,FEF0411
27942,55,48,CO 13,2M1234,2023.1,2,2012,FEF0411
27943,55,53,CO 14,4T45,2023.1,1,2046,FEF0412
27944,50,48,FEF 44,24M12,2023.1,1,2057,FEF0415
27950,31,29,(CO) Ginásio - Quadra 2,35M1,2023.1,5,2039,FEF0505
27951,30,28,(CO) Ginásio - Quadra 1,35M1,2023.1,6,2046,FEF0505
27952,30,25,(CO) Ginásio - Quadra 2,35M2,2023.1,7,2046,FEF0505
27953,30,28,(CO) Academia,24M3,2023.1,8,2046,FEF0505
27954,30,26,(CO) Academia,35M3,2023.1,10,2039,FEF0505
27955,30,29,(CO) Casa do Caiaque,24M5,2023.1,11,2046,FEF0505
27956,30,24,(CO) Pátio Coberto,24M4,2023.1,12,2046,FEF0505
27957,30,27,(CO) Sala 18,35M5,2023.1,13,2046,FEF0505
27958,30,24,(CO) Sala 16,24M3,2023.1,27,2039,FEF0505
27959,45,44,(CO) Ginásio - Quadra 1,35M5,2023.1,39,2051,FEF0505
27960,20,17,(CO) Sala 16,24M4,2023.1,40,2034,FEF0505
27961,20,19,(CO) Dojô,35M3,2023.1,41,2034,FEF0505
27962,56,56,BSA S BT 47/10,24M34,2023.1,1,2059,CEL0017
27963,2,2,Lab. Interdisciplinar de Biociências (CT 34/17),6M34 6T2345,2023.1,1,2063,FMD0001
27964,2,2,Lab. Interdisciplinar de Biociências (CT 34/17),6M34 6T2345,2023.1,2,2062,FMD0001
27965,2,2,Lab. Interdisciplinar de Biociências (CT 34/17),6M34 6T2345,2023.1,3,2064,FMD0001
27966,3,3,Lab. Interdisciplinar de Biociências (CT 34/17),6M34 6T2345,2023.1,4,2061,FMD0001
27967,24,12,BT 112/17 - FM,5T23,2023.1,1,239,FMD0002
27968,25,25,30/03= B2 116/13 FM ; Auditório NMT,5T2345,2023.1,1,2065,FMD0012
27969,19,19,Sala 54 NMT,5T2345,2023.1,3,2069,FMD0012
27970,59,61,BSA S BT 47/13,2M12 35M1234,2023.1,1,2073,FMD0013
27971,59,61,BSA S BT 47/13,2M12 35M1234,2023.1,1,2075,FMD0013
27972,59,61,BSA S BT 47/13,2M12 35M1234,2023.1,1,2070,FMD0013
27973,59,61,BSA S BT 47/13,2M12 35M1234,2023.1,1,2074,FMD0013
27974,59,61,BSA S BT 47/13,2M12 35M1234,2023.1,1,2071,FMD0013
27975,59,61,BSA S BT 47/13,2M12 35M1234,2023.1,1,2072,FMD0013
27976,59,61,BSA S BT 47/13,2M12 35M1234,2023.1,1,2060,FMD0013
27977,59,61,BSA S BT 47/13,2M12 35M1234,2023.1,1,2079,FMD0013
27978,59,61,BSA S BT 47/13,2M12 35M1234,2023.1,1,2093,FMD0013
27979,59,61,BSA S BT 47/13,2M12 35M1234,2023.1,1,2078,FMD0013
27980,59,61,BSA S BT 47/13,2M12 35M1234,2023.1,1,2077,FMD0013
27981,59,61,BSA S BT 47/13,2M12 35M1234,2023.1,1,2076,FMD0013
27982,49,50,ICC BT 006,6M1234,2023.1,1,2068,FMD0014
27983,49,50,ICC BT 006,6M1234,2023.1,1,2080,FMD0014
27984,30,27,BSA S B2 47/10,4T2345,2023.1,1,2081,FMD0015
27985,28,25,BSA S A2 16/37,2T23,2023.1,1,77,FMD0016
27986,48,47,BSA S B2 47/13,2M123 2T123,2023.1,1,2084,FMD0017
27987,48,47,BSA S B2 47/13,2M123 2T123,2023.1,1,2089,FMD0017
27988,48,47,BSA S B2 47/13,2M123 2T123,2023.1,1,2088,FMD0017
27989,48,47,BSA S B2 47/13,2M123 2T123,2023.1,1,2087,FMD0017
27990,48,47,BSA S B2 47/13,2M123 2T123,2023.1,1,2086,FMD0017
27991,48,47,BSA S B2 47/13,2M123 2T123,2023.1,1,2085,FMD0017
27992,48,47,BSA S B2 47/13,2M123 2T123,2023.1,1,2072,FMD0017
27993,47,47,BSA S BT 19/13,6M34,2023.1,1,1337,FMD0018
27994,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2095,FMD0019
27995,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2078,FMD0019
27996,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2093,FMD0019
27997,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2076,FMD0019
27998,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2096,FMD0019
27999,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2094,FMD0019
28000,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2091,FMD0019
28001,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2073,FMD0019
28002,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2074,FMD0019
28003,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2077,FMD0019
28004,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2090,FMD0019
28005,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2071,FMD0019
28006,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2092,FMD0019
28007,35,33,BT 116/13-FM,23456M1234 2T23,2023.1,1,2079,FMD0019
28008,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2098,FMD0020
28009,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2108,FMD0020
28010,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2070,FMD0020
28011,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2099,FMD0020
28012,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2091,FMD0020
28013,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2097,FMD0020
28014,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2109,FMD0020
28015,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2101,FMD0020
28016,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2102,FMD0020
28017,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2103,FMD0020
28018,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2104,FMD0020
28019,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,78,FMD0020
28020,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2096,FMD0020
28021,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2106,FMD0020
28022,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2105,FMD0020
28023,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2107,FMD0020
28024,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2092,FMD0020
28025,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2067,FMD0020
28026,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,3159,FMD0020
28027,50,46,HUB-Sala de Saúde Mental / BSA S BT 47/10,234T2345,2023.1,1,2059,FMD0020
28028,48,47,Auditório NMT,4M12,2023.1,1,2089,FMD0021
28029,48,47,Auditório NMT,4M12,2023.1,1,2111,FMD0021
28030,48,47,Auditório NMT,4M12,2023.1,1,2110,FMD0021
28031,48,47,Auditório NMT,4M12,2023.1,1,1337,FMD0021
28032,48,47,Auditório NMT,4M12,2023.1,1,2085,FMD0021
28033,48,47,Auditório NMT,4M12,2023.1,1,2116,FMD0021
28034,48,47,Auditório NMT,4M12,2023.1,1,2114,FMD0021
28035,48,47,Auditório NMT,4M12,2023.1,1,2113,FMD0021
28036,48,47,Auditório NMT,4M12,2023.1,1,2084,FMD0021
28037,48,47,Auditório NMT,4M12,2023.1,1,2119,FMD0021
28038,48,47,Auditório NMT,4M12,2023.1,1,2087,FMD0021
28039,48,47,Auditório NMT,4M12,2023.1,1,2118,FMD0021
28040,48,47,Auditório NMT,4M12,2023.1,1,2117,FMD0021
28041,48,47,Auditório NMT,4M12,2023.1,1,2115,FMD0021
28042,48,47,Auditório NMT,4M12,2023.1,1,2112,FMD0021
28043,38,37,BSA S B2 41/13,3T2345,2023.1,1,2120,FMD0022
28044,38,37,BSA S B2 41/13,3T2345,2023.1,1,2121,FMD0022
28045,45,45,BSA S BT 41/10,5M34,2023.1,1,2122,FMD0023
28046,45,45,BSA S BT 41/10,5M34,2023.1,1,2124,FMD0023
28047,45,45,BSA S BT 41/10,5M34,2023.1,1,2123,FMD0023
28048,50,47,BSA S B2 54/10,4T2345,2023.1,1,2126,FMD0024
28049,50,47,BSA S B2 54/10,4T2345,2023.1,1,2125,FMD0024
28050,20,20,BSA S B1 41/10,2T45,2023.1,1,2066,FMD0025
28051,20,20,BSA S B1 41/10,2T45,2023.1,1,78,FMD0025
28052,20,19,B2 116/13 FM,2T45,2023.1,2,78,FMD0025
28053,20,19,B2 116/13 FM,2T45,2023.1,2,2066,FMD0025
28054,25,25,BSA S B1 34/13,3M12,2023.1,1,2066,FMD0026
28055,25,25,BSA S B1 34/13,3M12,2023.1,1,2158,FMD0026
28056,25,25,BSA S B1 41/13,3M12,2023.1,2,2066,FMD0026
28057,25,25,BSA S B1 41/13,3M12,2023.1,2,2158,FMD0026
28058,40,40,B2 110/13 FM,6M1234 4T2345,2023.1,1,2074,FMD0027
28059,40,40,B2 110/13 FM,6M1234 4T2345,2023.1,1,2078,FMD0027
28060,40,40,B2 110/13 FM,6M1234 4T2345,2023.1,1,2079,FMD0027
28061,40,40,B2 110/13 FM,6M1234 4T2345,2023.1,1,2099,FMD0027
28062,40,40,B2 110/13 FM,6M1234 4T2345,2023.1,1,2071,FMD0027
28063,40,40,B2 110/13 FM,6M1234 4T2345,2023.1,1,2095,FMD0027
28064,40,40,B2 110/13 FM,6M1234 4T2345,2023.1,1,2077,FMD0027
28065,40,40,B2 110/13 FM,6M1234 4T2345,2023.1,1,2076,FMD0027
28066,40,40,B2 110/13 FM,6M1234 4T2345,2023.1,1,2075,FMD0027
28067,15,11,BSAS B2 21/9,34M4 5M123 6M45 5T12345,2023.1,1,2131,FMD0029
28068,15,11,BSAS B2 21/9,34M4 5M123 6M45 5T12345,2023.1,1,2133,FMD0029
28069,15,11,BSAS B2 21/9,34M4 5M123 6M45 5T12345,2023.1,1,2130,FMD0029
28070,15,11,BSAS B2 21/9,34M4 5M123 6M45 5T12345,2023.1,1,2134,FMD0029
28071,15,12,HUB,2M123 34M4 6M45 2T2345 5T1,2023.1,2,2128,FMD0029
28072,15,12,HUB,2M123 34M4 6M45 2T2345 5T1,2023.1,2,2129,FMD0029
28073,15,12,HUB,2M123 34M4 6M45 2T2345 5T1,2023.1,2,2127,FMD0029
28074,15,13,HUB,34M4 6M12345 5T1 6T2345,2023.1,3,2132,FMD0029
28075,15,13,HUB,34M4 6M12345 5T1 6T2345,2023.1,3,2131,FMD0029
28076,15,13,HUB,34M4 6M12345 5T1 6T2345,2023.1,3,2130,FMD0029
28077,15,13,HUB,3M1234 4M4 6M45 4T2345 5T1,2023.1,4,2137,FMD0029
28078,15,13,HUB,3M1234 4M4 6M45 4T2345 5T1,2023.1,4,2135,FMD0029
28079,15,13,HUB,3M1234 4M4 6M45 4T2345 5T1,2023.1,4,2136,FMD0029
28080,50,42,A definir,234567M12345 23456T123456 7T1234,2023.1,1,2081,FMD0030
28081,50,42,A definir,234567M12345 23456T123456 7T1234,2023.1,1,2141,FMD0030
28082,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2113,FMD0031
28083,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2089,FMD0031
28084,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2112,FMD0031
28085,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2088,FMD0031
28086,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2118,FMD0031
28087,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2084,FMD0031
28088,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2119,FMD0031
28089,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2087,FMD0031
28090,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2117,FMD0031
28091,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2072,FMD0031
28092,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2110,FMD0031
28093,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2111,FMD0031
28094,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2116,FMD0031
28095,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2115,FMD0031
28096,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2086,FMD0031
28097,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2114,FMD0031
28098,55,52,A definir,23M12345 45M1234 6M12,2023.1,1,2085,FMD0031
28099,15,12,HUB,2M4 36M123 4M3,2023.1,1,2145,FMD0032
28100,15,12,HUB,2M4 36M123 4M3,2023.1,1,2148,FMD0032
28101,15,12,HUB,2M4 36M123 4M3,2023.1,1,2146,FMD0032
28102,15,12,HUB,2M4 36M123 4M3,2023.1,1,2142,FMD0032
28103,15,12,HUB,2M4 36M123 4M3,2023.1,1,2143,FMD0032
28104,15,12,HUB,2M4 36M123 4M3,2023.1,1,2149,FMD0032
28105,15,13,HUB,2M1234 4M3 5M123,2023.1,2,2143,FMD0032
28106,15,13,HUB,2M1234 4M3 5M123,2023.1,2,3432,FMD0032
28107,15,13,HUB,2M1234 4M3 5M123,2023.1,2,2142,FMD0032
28108,15,13,HUB,2M1234 4M3 5M123,2023.1,2,2149,FMD0032
28109,15,13,HUB,2M1234 4M3 5M123,2023.1,2,2146,FMD0032
28110,15,13,HUB,2M1234 4M3 5M123,2023.1,2,2145,FMD0032
28111,15,13,HUB,2M1234 4M3 5M123,2023.1,3,2143,FMD0032
28112,15,13,HUB,2M1234 4M3 5M123,2023.1,3,2145,FMD0032
28113,15,13,HUB,2M1234 4M3 5M123,2023.1,3,2146,FMD0032
28114,15,13,HUB,2M1234 4M3 5M123,2023.1,3,2142,FMD0032
28115,15,13,HUB,2M1234 4M3 5M123,2023.1,3,2147,FMD0032
28116,15,13,HUB,2M1234 4M3 5M123,2023.1,3,2152,FMD0032
28117,15,13,HUB,2M1234 4M3 5M123,2023.1,3,2144,FMD0032
28118,15,11,HUB,2M4 36M123 4M3,2023.1,4,2147,FMD0032
28119,15,11,HUB,2M4 36M123 4M3,2023.1,4,2142,FMD0032
28120,15,11,HUB,2M4 36M123 4M3,2023.1,4,2145,FMD0032
28121,15,11,HUB,2M4 36M123 4M3,2023.1,4,2152,FMD0032
28122,15,11,HUB,2M4 36M123 4M3,2023.1,4,2146,FMD0032
28123,15,11,HUB,2M4 36M123 4M3,2023.1,4,2143,FMD0032
28124,15,15,28/03= B2 110/13 FM /3T23 Aud. NMT /3T45 BT 117/13 FM,3T2345,2023.1,1,2061,FMD0034
28125,15,15,28/03= B2 110/13 FM /3T23 Aud. NMT /3T45 BT 117/13 FM,3T2345,2023.1,1,2063,FMD0034
28126,15,15,28/03= B2 110/13 FM /3T23 Aud. NMT /3T45 BT 117/13 FM,3T2345,2023.1,1,2064,FMD0034
28127,15,15,28/03= B2 110/13 FM /3T23 Aud. NMT /3T45 BT 117/13 FM,3T2345,2023.1,1,2062,FMD0034
28128,16,16,28/03= B2 110/13 FM /3T23 Aud. NMT /5T23 BT 117/13 FM,35T23,2023.1,2,2064,FMD0034
28129,16,16,28/03= B2 110/13 FM /3T23 Aud. NMT /5T23 BT 117/13 FM,35T23,2023.1,2,2062,FMD0034
28130,16,16,28/03= B2 110/13 FM /3T23 Aud. NMT /5T23 BT 117/13 FM,35T23,2023.1,2,2061,FMD0034
28131,16,16,28/03= B2 110/13 FM /3T23 Aud. NMT /5T23 BT 117/13 FM,35T23,2023.1,2,2063,FMD0034
28132,15,10,28/03= B2 110/13 FM /3T23 Aud. NMT /5T45 BT 117/13 FM,3T23 5T45,2023.1,3,2063,FMD0034
28133,15,10,28/03= B2 110/13 FM /3T23 Aud. NMT /5T45 BT 117/13 FM,3T23 5T45,2023.1,3,2061,FMD0034
28134,15,10,28/03= B2 110/13 FM /3T23 Aud. NMT /5T45 BT 117/13 FM,3T23 5T45,2023.1,3,2062,FMD0034
28135,15,10,28/03= B2 110/13 FM /3T23 Aud. NMT /5T45 BT 117/13 FM,3T23 5T45,2023.1,3,2064,FMD0034
28136,55,52,HUB / 6ª feira: 9h às 12h -Auditório 2,23T23456 456T2345,2023.1,1,2155,FMD0035
28137,50,50,BSA S B1 41/13,5T6 5N1,2023.1,1,2129,FMD0036
28138,50,50,BSA S B1 41/13,5T6 5N1,2023.1,1,2130,FMD0036
28139,50,50,BSA S B1 41/13,5T6 5N1,2023.1,1,2137,FMD0036
28140,50,50,BSA S B1 41/13,5T6 5N1,2023.1,1,2127,FMD0036
28141,50,50,BSA S B1 41/13,5T6 5N1,2023.1,1,2136,FMD0036
28142,50,50,BSA S B1 41/13,5T6 5N1,2023.1,1,2133,FMD0036
28143,50,50,BSA S B1 41/13,5T6 5N1,2023.1,1,2131,FMD0036
28144,50,50,BSA S B1 41/13,5T6 5N1,2023.1,1,2135,FMD0036
28145,50,50,BSA S B1 41/13,5T6 5N1,2023.1,1,2132,FMD0036
28146,50,50,BSA S B1 41/13,5T6 5N1,2023.1,1,2134,FMD0036
28147,44,43,Auditório NMT,2T2345,2023.1,1,2121,FMD0037
28148,44,43,Auditório NMT,2T2345,2023.1,1,2120,FMD0037
28149,50,44,BSA S B1 47/10,4M1234,2023.1,1,2141,FMD0038
28150,25,25,ASS 432/10,4M34,2023.1,1,77,FMD0039
28151,25,25,ASS 432/10,4M34,2023.1,1,78,FMD0039
28152,18,18,B2 110/13 FM,4M34,2023.1,2,77,FMD0039
28153,18,18,B2 110/13 FM,4M34,2023.1,2,78,FMD0039
28154,25,25,ICC AT- 098,5M12,2023.1,1,2098,FMD0040
28155,25,25,ICC AT- 098,5M12,2023.1,1,2066,FMD0040
28156,25,18,Auditório NMT,5M12,2023.1,2,2066,FMD0040
28157,25,18,Auditório NMT,5M12,2023.1,2,2098,FMD0040
28158,50,0,A definir,234567M12345 246T123456,2023.1,1,2098,FMD0042
28159,50,0,A definir,234567M12345 246T123456,2023.1,1,2091,FMD0042
28160,50,0,A definir,234567M12345 246T123456,2023.1,1,78,FMD0042
28161,50,0,A definir,234567M12345 246T123456,2023.1,1,2103,FMD0042
28162,50,0,A definir,234567M12345 246T123456,2023.1,1,2097,FMD0042
28163,50,0,A definir,234567M12345 246T123456,2023.1,1,2082,FMD0042
28164,50,0,A definir,234567M12345 246T123456,2023.1,1,2126,FMD0042
28165,50,0,A definir,234567M12345 246T123456,2023.1,1,77,FMD0042
28166,55,52,A definir,456M5 7M12345 7T12,2023.1,1,2119,FMD0043
