turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_depto
2,2023.1,Paulo Eduardo Aguiar Saraiva Camara,3N1234,40,40.0,BSA S B1 34/13,BOT0020,455
2,2023.1,Maria Das Gracas Machado De Souza,3N1234,40,40.0,BSA S B1 34/13,BOT0020,455
1,2023.1,Julia Sonsin Oliveira,7M1234,6,10.0,A definir,BOT0026,455
1,2023.1,Thomas Christopher Rhys Williams,7M12345 7T1,0,4.0,A definir,BOT0032,455
2,2023.1,Augusto Cesar Franco,7M12345 7T1,1,5.0,A definir,BOT0032,455
3,2023.1,Fabian Borghetti,7T56 7N1234,7,8.0,A definir,BOT0032,455
4,2023.1,Sergio Araujo Figueiredo,7M5 7T12345,0,2.0,A definir,BOT0032,455
5,2023.1,Lucio Flavio De Alencar Figueiredo,5M12345 5T1,0,2.0,IB/BOT,BOT0032,455
6,2023.1,Cristiane Da Silva Ferreira,7T56 7N1234,3,4.0,IB/BOT,BOT0032,455
2,2023.1,Regina Celia De Oliveira,23M5 23T1,5,6.0,A definir,BOT0035,455
3,2023.1,Paulo Eduardo Aguiar Saraiva Camara,7N1234,5,10.0,A definir,BOT0035,455
1,2023.1,Regina Celia De Oliveira,6M1234,32,36.0,BSA S BT 11/13,BOT0044,455
2,2023.1,Cassia Beatriz Rodrigues Munhoz,3T2345,40,40.0,BSA S B1 34/13,BOT0044,455
2,2023.1,Micheline Carvalho Silva,3T2345,40,40.0,BSA S B1 34/13,BOT0044,455
3,2023.1,Caroline Oliveira Andrino,6M1234,34,35.0,BSA S B2 26/17,BOT0044,455
4,2023.1,Thiago Jose De Carvalho Andre,6N1234,40,40.0,BSA S BT 34/13,BOT0044,455
4,2023.1,Caroline Oliveira Andrino,6N1234,40,40.0,BSA S BT 34/13,BOT0044,455
5,2023.1,Thiago Jose De Carvalho Andre,5M1234,40,40.0,BSA S B2 34/10,BOT0044,455
5,2023.1,Caroline Oliveira Andrino,5M1234,40,40.0,BSA S B2 34/10,BOT0044,455
6,2023.1,Cassia Beatriz Rodrigues Munhoz,6T2345,37,41.0,BSA S BT 19/13,BOT0044,455
6,2023.1,Micheline Carvalho Silva,6T2345,37,41.0,BSA S BT 19/13,BOT0044,455
1,2023.1,Cassia Beatriz Rodrigues Munhoz,4M1234,19,21.0,IB H1 - 29/10,BOT0046,455
1,2023.1,Maria Das Gracas Machado De Souza,6N1234,21,21.0,BSA S B2 18/9,BOT0058,455
1,2023.1,Julia Sonsin Oliveira,6N1234,21,21.0,BSA S B2 18/9,BOT0058,455
1,2023.1,Regina Celia De Oliveira,6N1234,21,21.0,BSA S B2 18/9,BOT0058,455
2,2023.1,Dulce Maria Sucena Da Rocha,7N1234,7,14.0,FUP,BOT0058,455
3,2023.1,Maria Das Gracas Machado De Souza,7N1234,1,3.0,defenir,BOT0058,455
3,2023.1,Julia Sonsin Oliveira,7N1234,1,3.0,defenir,BOT0058,455
3,2023.1,Regina Celia De Oliveira,7N1234,1,3.0,defenir,BOT0058,455
1,2023.1,Thomas Christopher Rhys Williams,24M34 2T23,11,40.0,ICC BT 102,BOT0071,455
1,2023.1,Maria Das Gracas Machado De Souza,357M5 357T1,6,8.0,A definir,BOT0075,455
1,2023.1,Lucio Flavio De Alencar Figueiredo,6M12 4T23,33,40.0,BSA S B2 54/13,BOT0078,455
2,2023.1,Lucio Flavio De Alencar Figueiredo,46N12,19,40.0,BSA S B2 54/10,BOT0078,455
1,2023.1,Fernando Araripe Goncalves Torres,6M34 6T2345,18,20.0,IB HT 24/08,CEL0001,455
1,2023.1,Lidia Maria Pepe De Moraes,6M34 6T2345,18,20.0,IB HT 24/08,CEL0001,455
2,2023.1,Lidia Maria Pepe De Moraes,6M34 6T2345,14,20.0,IB HT 34/08,CEL0001,455
2,2023.1,Fernando Araripe Goncalves Torres,6M34 6T2345,14,20.0,IB HT 34/08,CEL0001,455
1,2023.1,Eliane Ferreira Noronha,2M1234,36,40.0,BSA S BT 54/13,CEL0002,455
1,2023.1,Edivaldo Ximenes Ferreira Filho,2M1234,36,40.0,BSA S BT 54/13,CEL0002,455
1,2023.1,Miguel De Souza Andrade,5M2345,17,20.0,A definir,CEL0003,455
2,2023.1,Vicente De Paulo Martins,5M1234,17,20.0,ICC B1 254,CEL0003,455
1,2023.1,Cristina Castro Lucas De Souza,3T2345,29,40.0,BSA S BT 54/13,CEL0004,455
1,2023.1,Juliana Franco Almeida,5T45,40,40.0,BSA S B1 34/10,CEL0005,455
1,2023.1,Talita Souza Carmo,5M34,44,45.0,BSA S BT 19/10,CEL0006,455
1,2023.1,Juliana Franco Almeida,5M34,44,45.0,BSA S BT 19/10,CEL0006,455
1,2023.1,Talita Souza Carmo,7M12345 7T123456,20,35.0,A definir,CEL0007,455
1,2023.1,Marcia Renata Mortari,7M12345 7T123456,20,35.0,A definir,CEL0007,455
1,2023.1,Andrea Queiroz Maranhao,5T2345,23,40.0,BSA S BT 41/10,CEL0008,455
1,2023.1,Cecilia Beatriz Fiuza Favali,5T2345,23,40.0,BSA S BT 41/10,CEL0008,455
2,2023.1,Elida Geralda Campos,3M12,38,40.0,BSA S B1 11/13,CEL0009,455
2,2023.1,Marcelo Hermes Lima,3M12,38,40.0,BSA S B1 11/13,CEL0009,455
3,2023.1,Alexis Fonseca Welker,4M5 4T1,14,40.0,SALA A1-42/63,CEL0009,455
1,2023.1,Willie Oliveira Pinheiro,2T2345,12,40.0,ICC AT 077/8,CEL0011,455
1,2023.1,Talita Souza Carmo,2T2345,12,40.0,ICC AT 077/8,CEL0011,455
2,2023.1,Willie Oliveira Pinheiro,4T2345,40,40.0,PJC BT 116,CEL0011,455
2,2023.1,Talita Souza Carmo,4T2345,40,40.0,PJC BT 116,CEL0011,455
1,2023.1,Talita Souza Carmo,5T23,22,40.0,BSA S B1 34/13,CEL0012,455
1,2023.1,Joao Paulo Figueiro Longo,4T23,39,40.0,BSA S BT 19/10,CEL0013,455
1,2023.1,Fernando Fortes De Valencia,4M1234,15,15.0,BSAS B2 16/9,CEL0023,455
2,2023.1,Leonardo Cirqueira Pimentel,46N12,40,40.0,BSA S BT 41/13,CEL0023,455
3,2023.1,Antonio Francisco Pereira De Araujo,35T23,13,40.0,BSA S BT 34/13,CEL0023,455
3,2023.1,Joao Alexandre Ribeiro Goncalves Barbosa,35T23,13,40.0,BSA S BT 34/13,CEL0023,455
5,2023.1,Antonio Francisco Pereira De Araujo,25T45,9,40.0,BSA S B1 34/13,CEL0023,455
5,2023.1,Joao Alexandre Ribeiro Goncalves Barbosa,25T45,9,40.0,BSA S B1 34/13,CEL0023,455
1,2023.1,Cecilia Beatriz Fiuza Favali,5M1234,39,40.0,BSA S B1 47/13,CEL0025,455
2,2023.1,Marcia Cristina Goncalves Maciel,5T2345,35,40.0,BSA S B1 41/13,CEL0025,455
3,2023.1,Marcia Cristina Goncalves Maciel,5M1234,39,40.0,BSA S B1 41/13,CEL0025,455
4,2023.1,Juliana Franco Almeida,5M1234,40,40.0,BSA S B1 34/13,CEL0025,455
4,2023.1,Ana Flavia Alves Parente,5M1234,40,40.0,BSA S B1 34/13,CEL0025,455
1,2023.1,Juliana Franco Almeida,7T1234,2,2.0,A definir,CEL0033,455
2,2023.1,Sonia Maria De Freitas,7T1234,0,5.0,A definir,CEL0033,455
3,2023.1,Tatsuya Nagata,7N1234,3,15.0,A definir,CEL0033,455
4,2023.1,Robert Neil Gerard Miller,7M1234,5,7.0,A definir,CEL0033,455
5,2023.1,Lidia Maria Pepe De Moraes,7T2345,2,2.0,A definir,CEL0033,455
1,2023.1,Marcelo Hermes Lima,25T45,18,30.0,BSA S B2 34/13,CEL0042,455
1,2023.1,Robert Neil Gerard Miller,3M1234,39,40.0,BSA S B1 19/13,CEL0050,455
2,2023.1,Vicente De Paulo Martins,3T2345,40,40.0,BSA S B1 41/13,CEL0050,455
3,2023.1,Cynthia Maria Kyaw,5T2345,37,40.0,BSA S B1 47/13,CEL0050,455
4,2023.1,Gabriel Sergio Costa Alves,3T2345,17,40.0,BSA S B1 47/13,CEL0050,455
5,2023.1,Ricardo Henrique Kruger,3N1234,22,40.0,BSA S B1 41/13,CEL0050,455
1,2023.1,Georgios Joannis Pappas Junior,6N1234,8,8.0,A definir,CEL0052,455
1,2023.1,Edivaldo Ximenes Ferreira Filho,246T23,52,80.0,BSA S A1 16/22,CEL0054,455
1,2023.1,Marcelo Hermes Lima,246T23,52,80.0,BSA S A1 16/22,CEL0054,455
2,2023.1,Elida Geralda Campos,46M12 3T23,44,80.0,BSA S A2 16/37,CEL0054,455
2,2023.1,Eliane Ferreira Noronha,46M12 3T23,44,80.0,BSA S A2 16/37,CEL0054,455
3,2023.1,Carlos Andre Ornelas Ricart,2T45 46T23,68,80.0,BSA S A2 16/37,CEL0054,455
3,2023.1,Marcelo Valle De Sousa,2T45 46T23,68,80.0,BSA S A2 16/37,CEL0054,455
4,2023.1,Consuelo Medeiros Rodrigues De Lima,246T23,78,80.0,BSA S A2 16/22,CEL0054,455
4,2023.1,Jane Mary Lafayette Neves Gelinski,246T23,78,80.0,BSA S A2 16/22,CEL0054,455
5,2023.1,Luis Henrique Ferreira Do Vale,3N12 4N1234,24,80.0,3N12(BSA N A1 49/41) 4N1234(BSA N AT 49/41),CEL0054,455
1,2023.1,Tatiana Amabile De Campos,2T2345,6,6.0,A definir,CEL0058,455
1,2023.1,Luis Carlos Guimaraes,3M1234,29,30.0,ICC AT 121/7,CEL0060,455
1,2023.1,Consuelo Medeiros Rodrigues De Lima,234M34,70,75.0,BSA S A1 16/22,CEL0067,455
1,2023.1,Jane Mary Lafayette Neves Gelinski,234M34,70,75.0,BSA S A1 16/22,CEL0067,455
1,2023.1,Ildinete Silva Pereira,7T123456 7N12,5,8.0,A definir,CEL0072,455
1,2023.1,Tatiana Amabile De Campos,7T123456 7N12,5,8.0,A definir,CEL0072,455
2,2023.1,Jose Raimundo Correa,2345N34,9,10.0,A definir,CEL0072,455
3,2023.1,Marcelo De Macedo Brigido,23N1234,4,4.0,A definir,CEL0072,455
4,2023.1,Anamelia Lorenzetti Bocca,56N1234,0,5.0,A definir,CEL0072,455
5,2023.1,Bergmann Morais Ribeiro,7M12345 7T123,3,5.0,A definir,CEL0072,455
8,2023.1,Talita Souza Carmo,47N1234,3,6.0,A definir,CEL0072,455
9,2023.1,Daniel Mendes Pereira Ardisson De Araujo,7T23456 7N123,4,10.0,a designar,CEL0072,455
10,2023.1,Tatiana Barbosa Rosado Laviola,4M1234 6T2345,4,11.0,FUP,CEL0072,455
1,2023.1,Joao Alexandre Ribeiro Goncalves Barbosa,7M12345 7T1,0,5.0,A definir,CEL0074,455
2,2023.1,Leonardo Cirqueira Pimentel,7T56 7N1234,5,10.0,A definir,CEL0074,455
3,2023.1,Marcelo Hermes Lima,7M12345 7T1,4,5.0,a designar,CEL0074,455
4,2023.1,Antonio Francisco Pereira De Araujo,7M12345 7T1,0,3.0,a designar,CEL0074,455
1,2023.1,Cynthia Maria Kyaw,234N12,0,2.0,A definir,CEL0076,455
1,2023.1,Ildinete Silva Pereira,234N12,0,2.0,A definir,CEL0076,455
2,2023.1,Marlene Teixeira De Souza,7T3456 7N12,2,5.0,A definir,CEL0076,455
3,2023.1,Tatsuya Nagata,7T123456,4,15.0,A definir,CEL0076,455
4,2023.1,Gabriel Sergio Costa Alves,4M12345 4T1,1,5.0,A definir,CEL0076,455
5,2023.1,Ricardo Henrique Kruger,7M45 7N1234,4,5.0,A definir,CEL0076,455
6,2023.1,Eliane Ferreira Noronha,234M5 234T1,1,7.0,A definir,CEL0076,455
1,2023.1,Wagner Fontes,3M34 4M1234 6M12,47,50.0,ICC BT 504,CEL0077,455
1,2023.1,Cynthia Maria Kyaw,3M34,49,50.0,BSA S B1 41/13,CEL0079,455
1,2023.1,Tatsuya Nagata,3T2345,25,25.0,BSA S BT 19/13,CEL0081,455
1,2023.1,Elida Geralda Campos,35M34 4T45,37,42.0,BSA S B1 11/13,CEL0082,455
1,2023.1,Napoleao Fonseca Valadares,35M34 4T45,37,42.0,BSA S B1 11/13,CEL0082,455
2,2023.1,Napoleao Fonseca Valadares,4N1234 6N12,30,40.0,BSA S B1 11/13,CEL0082,455
2,2023.1,Fernando Fortes De Valencia,4N1234 6N12,30,40.0,BSA S B1 11/13,CEL0082,455
1,2023.1,Napoleao Fonseca Valadares,6M1234,20,21.0,BSA S BT 47/13,CEL0083,455
2,2023.1,Fernando Fortes De Valencia,6T2345,19,20.0,BSA S B2 19/9,CEL0083,455
3,2023.1,Fernando Fortes De Valencia,6M1234,22,25.0,BSA S B2 18/9,CEL0083,455
1,2023.1,Antonio Francisco Pereira De Araujo,6T2345,4,20.0,BSA S B2 47/10,CEL0087,455
1,2023.1,Gabriel Sergio Costa Alves,2T45 6T23,47,49.0,BSA S BT 34/13,CEL0088,455
1,2023.1,Sonia Nair Bao,2M12 4T45,36,40.0,BSA S B1 34/13,CEL0089,455
2,2023.1,Kelly Grace Magalhaes,26T45,40,40.0,BSA S BT 41/13,CEL0089,455
3,2023.1,Daniel Mendes Pereira Ardisson De Araujo,25M34,48,50.0,BSA S B1 54/13,CEL0089,455
3,2023.1,Tatsuya Nagata,25M34,48,50.0,BSA S B1 54/13,CEL0089,455
4,2023.1,Bergmann Morais Ribeiro,35N12,41,50.0,BSA S B1 54/13,CEL0089,455
5,2023.1,Jose Raimundo Correa,35T23,52,50.0,5T23(ICC BT 006) 3T23(ICC BT 027),CEL0089,455
6,2023.1,Tatsuya Nagata,24T23,47,50.0,BSA S B1 54/13,CEL0089,455
6,2023.1,Daniel Mendes Pereira Ardisson De Araujo,24T23,47,50.0,BSA S B1 54/13,CEL0089,455
1,2023.1,Fernando Araripe Goncalves Torres,2M34,40,43.0,BSA S B2 41/13,CEL0091,455
1,2023.1,Eliane Ferreira Noronha,7M1234,4,5.0,A definir,CEL0093,455
2,2023.1,Sebastien Olivier Charneau,7N1234,0,2.0,A definir,CEL0093,455
3,2023.1,Joao Alexandre Ribeiro Goncalves Barbosa,7T2345,0,5.0,A definir,CEL0093,455
4,2023.1,Elida Geralda Campos,7T3456,2,10.0,A definir,CEL0093,455
5,2023.1,Carlos Andre Ornelas Ricart,7N1234,1,10.0,A definir,CEL0093,455
6,2023.1,Marcelo Hermes Lima,2345T6,0,5.0,a designar,CEL0093,455
7,2023.1,Edivaldo Ximenes Ferreira Filho,7N1234,1,5.0,a designar,CEL0093,455
1,2023.1,Marcelo De Macedo Brigido,25T45,40,41.0,BSA S B1 19/13,CEL0095,455
1,2023.1,Ildinete Silva Pereira,25T45,40,41.0,BSA S B1 19/13,CEL0095,455
2,2023.1,Lidia Maria Pepe De Moraes,2N1234,27,40.0,BSA S BT 41/13,CEL0095,455
3,2023.1,Marcelo De Macedo Brigido,25M34,38,40.0,BSA S B1 26/13,CEL0095,455
3,2023.1,Ildinete Silva Pereira,25M34,38,40.0,BSA S B1 26/13,CEL0095,455
1,2023.1,Ana Flavia Alves Parente,7M12345 7T1,0,2.0,A definir,CEL0098,455
2,2023.1,Anamelia Lorenzetti Bocca,2345T6 6T16,0,5.0,A definir,CEL0098,455
3,2023.1,Kelly Grace Magalhaes,7M12345 7T1,3,7.0,A definir,CEL0098,455
4,2023.1,Marcelo De Macedo Brigido,456M12,0,2.0,a designar,CEL0098,455
1,2023.1,Jose Raimundo Correa,7N1234,18,20.0,BSA S B2 18/9,CEL0101,455
1,2023.1,Sonia Nair Bao,7M5 7T123,1,5.0,A definir,CEL0105,455
1,2023.1,Cecilia Beatriz Fiuza Favali,7T2345,1,5.0,A definir,CEL0107,455
2,2023.1,Kelly Grace Magalhaes,7T2345,2,8.0,A definir,CEL0107,455
3,2023.1,Marcia Cristina Goncalves Maciel,6M1234,1,5.0,A definir,CEL0107,455
4,2023.1,Andrea Queiroz Maranhao,7N1234,4,6.0,A definir,CEL0107,455
5,2023.1,Wagner Fontes,7N1234,1,10.0,A definir,CEL0107,455
1,2023.1,Daniel Mendes Pereira Ardisson De Araujo,6M12 7M12345 7T1,0,9.0,A definir,CEL0109,455
1,2023.1,Isamu Kanzaki,3N12,24,30.0,BSA S B2 41/13,CEL0110,455
2,2023.1,Juliana Franco Almeida,2T23,40,40.0,BSA S BT 54/13,CEL0110,455
3,2023.1,Isamu Kanzaki,5T23,14,40.0,BSA S B2 54/13,CEL0110,455
4,2023.1,Ana Flavia Alves Parente,6N12,40,40.0,BSA S BT 11/13,CEL0110,455
5,2023.1,Andrea Queiroz Maranhao,4M34,42,42.0,BSA S B1 34/10,CEL0110,455
1,2023.1,Marlene Teixeira De Souza,4T2345,29,40.0,BSA S BT 34/13,CEL0111,455
2,2023.1,Tatiana Amabile De Campos,4M1234,40,40.0,BSA S BT 34/13,CEL0111,455
3,2023.1,Miguel De Souza Andrade,3N1234,33,41.0,BSA S B1 19/13,CEL0111,455
1,2023.1,Robert Neil Gerard Miller,7T1234,6,9.0,a designar,CEL0118,455
1,2023.1,Luis Carlos Guimaraes,5M1234,19,40.0,ICC BT 168,CEL0120,455
2,2023.1,Georgios Joannis Pappas Junior,4M1234,27,40.0,BSA S A1 16/37,CEL0120,455
1,2023.1,Sonia Maria De Freitas,36M34,29,40.0,BSA S BT 19/10,CEL0121,455
1,2023.1,Luis Henrique Ferreira Do Vale,5T45,26,50.0,BSA S B1 54/13,CEL0122,455
1,2023.1,Elisabeth Nogueira Ferroni,35M34,22,40.0,ICC AT- 097/8,CFS0001,455
1,2023.1,Gabriel Avohay Alves Campos,35M34,22,40.0,ICC AT- 097/8,CFS0001,455
1,2023.1,Fernanda Paulini,7N1234,3,7.0,A definir,CFS0003,455
2,2023.1,Carolina Madeira Lucci,7T2345,2,5.0,Depto CFS,CFS0003,455
2,2023.1,Jair Trape Goulart,2N1234 3N34,5,5.0,a designar,CFS0005,455
1,2023.1,Angele Dos Reis Martins,5N1234,46,50.0,IB HT 28/10,CFS0021,455
2,2023.1,Angele Dos Reis Martins,4T2345,51,51.0,IB HT 28/10,CFS0021,455
2,2023.1,Fabio Viegas Caixeta,234567T6,1,2.0,A definir,CFS0030,455
3,2023.1,Renato Jose Rodrigues Malcher Lopes,234567T6,1,1.0,A definir,CFS0030,455
4,2023.1,Jair Trape Goulart,234567T6,5,15.0,A definir,CFS0030,455
5,2023.1,Rafael Plakoudi Souto Maior,234567T6,3,10.0,A definir,CFS0030,455
6,2023.1,Marcia Renata Mortari,7T56 7N1234,6,6.0,A definir,CFS0030,455
8,2023.1,Renato Jose Rodrigues Malcher Lopes,7M12345 7T1,1,3.0,Depto CFS,CFS0030,455
9,2023.1,Osmindo Rodrigues Pires Junior,234567T6,1,2.0,IB/CFS,CFS0030,455
1,2023.1,Guarino Rinaldi Colli,24T45,15,20.0,ICC BT 012/62,CFS0034,455
1,2023.1,Gabriel Avohay Alves Campos,46N12,11,35.0,BSA S B2 26/17,CFS0037,455
2,2023.1,Renato Jose Rodrigues Malcher Lopes,4T45 6T23,20,40.0,BSA S BT 47/13,CFS0037,455
3,2023.1,Jair Trape Goulart,26M12,35,40.0,BSA S B1 26/13,CFS0037,455
4,2023.1,Jair Trape Goulart,26M12,29,40.0,BSA S B1 26/13,CFS0037,455
5,2023.1,Fabio Viegas Caixeta,4T45 6T23,40,40.0,BSA S BT 41/13,CFS0037,455
1,2023.1,Carolina Madeira Lucci,36T45,33,40.0,BSA S B1 26/13,CFS0039,455
1,2023.1,Osmindo Rodrigues Pires Junior,36T45,33,40.0,BSA S B1 26/13,CFS0039,455
2,2023.1,Gabriel Avohay Alves Campos,35N12,35,43.0,BSA S B1 11/13,CFS0039,455
4,2023.1,Mariana De Souza Castro,24M12,62,68.0,2M12(BSA S BT 41/10) 4M12(BSA S B1 11/10),CFS0039,455
4,2023.1,Fernanda Paulini,24M12,62,68.0,2M12(BSA S BT 41/10) 4M12(BSA S B1 11/10),CFS0039,455
5,2023.1,Mariana De Souza Castro,36T45,24,40.0,BSA S B1 19/13,CFS0039,455
5,2023.1,Fernanda Paulini,36T45,24,40.0,BSA S B1 19/13,CFS0039,455
1,2023.1,Marcia Renata Mortari,5T56 5N1234,4,6.0,A definir,CFS0047,455
2,2023.1,Osmindo Rodrigues Pires Junior,7T56 7N1234,1,1.0,IB/CFS,CFS0047,455
3,2023.1,Elisabeth Nogueira Ferroni,7M12345 7T1,0,2.0,Depto CFS,CFS0047,455
4,2023.1,Mariana De Souza Castro,7M12345 7T1,1,2.0,Depto CFS,CFS0047,455
1,2023.1,Renato Jose Rodrigues Malcher Lopes,36M34,40,41.0,BSA S B1 26/13,CFS0048,455
2,2023.1,Rafael Plakoudi Souto Maior,35N12,35,40.0,BSA S B1 47/13,CFS0048,455
1,2023.1,Gabriel Avohay Alves Campos,46N34,14,40.0,BSA S BT 41/13,CFS0049,455
2,2023.1,Carolina Madeira Lucci,35M34,32,40.0,ICC AT- 085/8,CFS0049,455
2,2023.1,Osmindo Rodrigues Pires Junior,35M34,32,40.0,ICC AT- 085/8,CFS0049,455
1,2023.1,Jair Trape Goulart,35M34,6,20.0,ICC AT 114/7,CFS0054,455
1,2023.1,Rafael Plakoudi Souto Maior,35M34,6,20.0,ICC AT 114/7,CFS0054,455
1,2023.1,Gabriel Avohay Alves Campos,24M34,37,40.0,BSA S A2 16/22,CFS0055,455
1,2023.1,Elisabeth Nogueira Ferroni,24M34,37,40.0,BSA S A2 16/22,CFS0055,455
1,2023.1,Fernanda Paulini,2T2345,10,10.0,BSAS B2 16/9,CFS0059,455
1,2023.1,Carlos Augusto Klink,2T2345,0,5.0,A definir,ECL0009,455
2,2023.1,Heloisa Sinatora Miranda,6T3456,6,10.0,A definir,ECL0009,455
3,2023.1,Pedro Henrique Brum Togni,7M1234,8,13.0,A definir,ECL0009,455
4,2023.1,Mercedes Maria Da Cunha Bustamante,67N34,0,13.0,A definir,ECL0009,455
5,2023.1,Murilo Sversut Dias,56N34,0,13.0,A definir,ECL0009,455
6,2023.1,Andre Faria Mendonca,7M1234,3,6.0,A definir,ECL0009,455
7,2023.1,Emerson Monteiro Vieira,23M5 23T1,0,5.0,A definir,ECL0009,455
8,2023.1,Pedro Henrique Brum Togni,7N1234,1,10.0,A definir,ECL0009,455
9,2023.1,Andre Faria Mendonca,56M5 56T1,4,8.0,a definir,ECL0009,455
10,2023.1,Gabriela Bielefeld Nardotto,7T2345,0,2.0,a definir,ECL0009,455
11,2023.1,Carlos Augusto Klink,7T2345,0,2.0,a definir,ECL0009,455
12,2023.1,Murilo Sversut Dias,7T2345,0,1.0,a definir,ECL0009,455
13,2023.1,Emerson Monteiro Vieira,7N1234,0,2.0,a definir,ECL0009,455
14,2023.1,Isabel Belloni Schmidt,6T2345,0,10.0,a definir,ECL0009,455
1,2023.1,Carlos Henke De Oliveira,4M1234,27,50.0,BSA S BT 26/10,ECL0010,455
1,2023.1,Claudia Padovesi Fonseca,4T2345,15,17.0,IB HI 01/07 - Lab Multiusuário,ECL0013,455
1,2023.1,Gabriela Bielefeld Nardotto,5M12,39,40.0,BSA S BT 41/13,ECL0014,455
2,2023.1,Luciana De Mendonca Galvao,3M34,40,41.0,BSA S BT 26/13,ECL0014,455
3,2023.1,Carlos Augusto Klink,3M12,39,40.0,BSA S BT 11/13,ECL0014,455
4,2023.1,Claudia Padovesi Fonseca,5M34,38,40.0,BSA S B1 19/13,ECL0014,455
5,2023.1,Pedro Henrique Brum Togni,4T23,39,40.0,BSA S BT 11/13,ECL0014,455
6,2023.1,Isabel Belloni Schmidt,2M12,38,40.0,BSA S BT 34/13,ECL0014,455
7,2023.1,Murilo Sversut Dias,2M12,39,40.0,BSA S BT 41/13,ECL0014,455
8,2023.1,Andre Faria Mendonca,4M34,39,40.0,BSA S B1 54/13,ECL0014,455
9,2023.1,Raimundo Paulo Barros Henriques,2M34,40,40.0,BSA S BT 34/13,ECL0014,455
10,2023.1,Fernanda Vieira Da Costa,3M34,39,40.0,BSA S B1 54/13,ECL0014,455
1,2023.1,Heloisa Sinatora Miranda,5M34,36,40.0,ICC BT 048,ECL0017,455
2,2023.1,Fernanda Vieira Da Costa,4T23,48,50.0,BSA S BT 41/13,ECL0017,455
3,2023.1,Heloisa Sinatora Miranda,4M12,38,40.0,BSA S BT 47/13,ECL0017,455
2,2023.1,Emerson Monteiro Vieira,24T23,20,20.0,4T23(BSA S BT 41/10) 2T23(ICC AT- 092),ECL0021,455
2,2023.1,Andre Faria Mendonca,24T23,20,20.0,4T23(BSA S BT 41/10) 2T23(ICC AT- 092),ECL0021,455
1,2023.1,Carlos Augusto Klink,35T23,40,40.0,BSA S BT 26/13,ECL0033,455
2,2023.1,Carlos Henke De Oliveira,24N12,37,40.0,BSA S BT 34/13,ECL0033,455
3,2023.1,John Du Vall Hay,2T2345,36,40.0,BSA S BT 47/13,ECL0033,455
3,2023.1,Isabel Belloni Schmidt,2T2345,36,40.0,BSA S BT 47/13,ECL0033,455
1,2023.1,Carlos Hiroo Saito,3M1234,35,40.0,ICC BT 648,ECL0036,455
1,2023.1,Carlos Augusto Klink,3T45,49,50.0,BSA S B1 54/13,ECL0039,455
1,2023.1,Fernanda Vieira Da Costa,35T23,39,40.0,BSA S B1 19/13,ECL0042,455
2,2023.1,Raimundo Paulo Barros Henriques,6M1234,40,40.0,BSA S B1 54/13,ECL0042,455
3,2023.1,Andre Faria Mendonca,23N34,35,40.0,BSA S BT 47/13,ECL0042,455
1,2023.1,John Du Vall Hay,4M1234,19,20.0,BSA S B1 47/13,ECL0043,455
1,2023.1,Raimundo Paulo Barros Henriques,4M1234,19,20.0,BSA S B1 47/13,ECL0043,455
2,2023.1,Carlos Augusto Klink,7M34 3N12,15,40.0,BSA S BT 26/13,ECL0043,455
3,2023.1,John Du Vall Hay,5M1234,40,40.0,BSA S B2 41/10,ECL0043,455
1,2023.1,Heloisa Sinatora Miranda,3M1234,18,20.0,IB HI 01/07 - Lab Multiusuário,ECL0045,455
1,2023.1,Gabriela Bielefeld Nardotto,24N12,38,40.0,BSA S B1 26/10,ECL0046,455
1,2023.1,Andre De Almeida Cunha,5M1234,36,40.0,CET - Módulo D,ECL0050,455
1,2023.1,Emerson Monteiro Vieira,4T45,29,40.0,BSA S B1 19/13,ECL0051,455
2,2023.1,Murilo Sversut Dias,2M34,45,45.0,BSA S B1 47/10,ECL0051,455
1,2023.1,Pedro Henrique Brum Togni,24N34,32,40.0,BSA S B1 26/10,ECL0052,455
1,2023.1,Fernanda Vieira Da Costa,3N12,33,40.0,BSA S B1 47/10,ECL0053,455
1,2023.1,Carlos Augusto Klink,5N12,27,30.0,BSA S AT 14/15,ECL0054,455
1,2023.1,Carlos Henke De Oliveira,6N1234,26,40.0,BSA S A2 16/30,ECL0055,455
1,2023.1,Juvenil Enrique Cares,6T2345,18,25.0,IB H1 - 19/10,FIT0003,455
1,2023.1,Rita De Cassia Pereira Carvalho,6T2345,18,25.0,IB H1 - 19/10,FIT0003,455
1,2023.1,Danilo Batista Pinho,6T2345,18,25.0,IB H1 - 19/10,FIT0003,455
1,2023.1,Mauricio Rossato,6T2345,18,25.0,IB H1 - 19/10,FIT0003,455
2,2023.1,Mauricio Rossato,5M1234,18,25.0,IB H1 - 19/10,FIT0003,455
2,2023.1,Cleber Furlanetto,5M1234,18,25.0,IB H1 - 19/10,FIT0003,455
2,2023.1,Denise Vilela De Rezende,5M1234,18,25.0,IB H1 - 19/10,FIT0003,455
2,2023.1,Rita De Cassia Pereira Carvalho,5M1234,18,25.0,IB H1 - 19/10,FIT0003,455
1,2023.1,Helson Mario Martins Do Vale,4N1234,23,25.0,IB H1 - 19/10,FIT0006,455
1,2023.1,Danilo Batista Pinho,4N1234,23,25.0,IB H1 - 19/10,FIT0006,455
